Datetime,Timestamp,Nº de partículas,Temp Sensor,Temp cabezal derecho,Temp cabezal izquierdo,Corriente Calentador,Intensidad,Precipitacion,Reflectividad,Estado Sensor,MissingData,Precip_Active,Precip_Event
2025-01-02 00:00:01,1735786801.0,,,,,,0.0,16.67,-9.999,0.0,False,False,
2025-01-02 00:01:01,,,,,,,,,,,True,False,
2025-01-02 00:02:01,,,,,,,,,,,True,False,
2025-01-02 00:03:01,1735786981.0,,,,,,0.0,16.67,-9.999,0.0,False,False,
2025-01-02 00:04:01,1735787041.0,,,,,,0.0,16.67,-9.999,0.0,False,False,
2025-01-02 00:05:01,1735787101.0,,,,,,0.0,16.67,-9.999,0.0,False,False,
2025-01-02 00:06:01,1735787161.0,,,,,,0.0,16.67,-9.999,0.0,False,False,
2025-01-02 00:07:01,,,,,,,,,,,True,False,
2025-01-02 00:08:01,,,,,,,,,,,True,False,
2025-01-02 00:09:01,1735787341.0,,,,,,0.0,16.67,-9.999,0.0,False,False,
2025-01-02 00:10:01,1735787401.0,,,,,,0.0,16.67,-9.999,0.0,False,False,
2025-01-02 00:11:01,1735787461.0,,,,,,0.0,16.67,-9.999,0.0,False,False,
2025-01-02 00:12:01,1735787521.0,,,,,,0.0,16.67,-9.999,0.0,False,False,
2025-01-02 00:13:01,1735787581.0,,,,,,0.0,16.67,-9.999,0.0,False,False,
2025-01-02 00:14:01,,,,,,,,,,,True,False,
2025-01-02 00:15:01,,,,,,,,,,,True,False,
2025-01-02 00:16:01,1735787761.0,,,,,,0.0,16.67,-9.999,0.0,False,False,
2025-01-02 00:17:01,1735787821.0,,,,,,0.0,16.67,-9.999,0.0,False,False,
2025-01-02 00:18:01,1735787881.0,,,,,,0.0,16.67,-9.999,0.0,False,False,
2025-01-02 00:19:01,1735787941.0,,,,,,0.0,16.67,-9.999,0.0,False,False,
2025-01-02 00:20:01,,,,,,,,,,,True,False,
2025-01-02 00:21:01,,,,,,,,,,,True,False,
2025-01-02 00:22:01,1735788121.0,,,,,,0.0,16.67,-9.999,0.0,False,False,
2025-01-02 00:23:01,1735788181.0,,,,,,0.0,16.67,-9.999,0.0,False,False,
2025-01-02 00:24:01,1735788241.0,,,,,,0.0,16.67,-9.999,0.0,False,False,
2025-01-02 00:25:01,1735788301.0,,,,,,0.0,16.67,-9.999,0.0,False,False,
2025-01-02 00:26:01,1735788361.0,,,,,,0.0,16.67,-9.999,0.0,False,False,
2025-01-02 00:27:01,,,,,,,,,,,True,False,
